"Hospital","Ph_no","Street","Suburb","Pcode","State","LHN","PHN","Website","Description","Sector","Beds","Lat","Long","bed_grp","ED","Regional","Size","Special","web_address"
"Brisbane Private Hospital","07 3834 6111","259 Wickham Terrace","Brisbane",4000,"Qld","","","www.brisbaneprivatehospital.com.au","","Private","100-199",-27.464756,153.022642,3,0,0,0,0,"https://www.brisbaneprivatehospital.com.au"
"Brisbane Waters Private Hospital","02 4341 9522","21 Vidler Avenue","Woy Woy",2256,"NSW","","","www.brisbanewatersprivatehospital.com.au","","Private","50-99",-33.495233,151.321708,2,0,0,0,0,"https://www.brisbanewatersprivatehospital.com.au"
"Broadmeadows Health Service","03 8345 5000","35 Johnstone Street","Broadmeadows",3047,"Vic","Northern Health (Vic)","North Western Melbourne","","Small hospital","Public","100-199",-37.684321,144.913106,3,0,0,1,0,"https://www.myhospitals.gov.au"
"Broken Hill Hospital","08 8080 1333","176 Thomas Street","Broken Hill",2880,"NSW","Far West","Western NSW","","Medium regional hospital with an emergency department","Public","100-199",-31.947609,141.454703,3,1,1,2,0,"https://www.myhospitals.gov.au"
"Broome Hospital","08 9194 2222","Robinson Street","Broome",6725,"WA","WA Country Health Service","Country WA","www.health.wa.gov.au/services/detail.cfm?Unit_ID=24","Small hospital with an emergency department","Public","50-99",-17.960975,122.236289,2,1,0,1,0,"https://www.health.wa.gov.au/services/detail.cfm?Unit_ID=24"
"Bruce Rock Memorial Hospital","08 9061 1311","35 Dunstall Street","Bruce Rock",6418,"WA","WA Country Health Service","Country WA","www.health.wa.gov.au/services/detail.cfm?Unit_ID=25","Regional hospital","Public","<50",-31.873038,118.146414,1,0,1,0,0,"https://www.health.wa.gov.au/services/detail.cfm?Unit_ID=25"
"Buderim Gastroenterology Centre","07 5475 4464","Suite 5, 102 Wises Road","Maroochydore",4558,"Qld","","","http://www.buderimgastro.com.au/","","Private","<50",-26.671731,153.084944,1,0,0,0,0,"http://www.buderimgastro.com.au/"
"Buderim Private Hospital","07 5430 3303","12 Elsa Wilson Drive","Buderim",4556,"Qld","","","http://buderimprivatehospital.com.au/","","Private","100-199",-26.683988,153.092895,3,0,0,0,0,"http://buderimprivatehospital.com.au/"
"Bulahdelah Hospital","02 4987 9900","Richmond Street","Bulahdelah",2423,"NSW","Hunter New England","Hunter New England and Central Coast","","Regional hospital with an emergency department","Public","<50",-32.403949,152.210029,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Bulli Hospital","02 4284 4344","Hospital Road","Bulli",2516,"NSW","Illawarra Shoalhaven","South Eastern NSW","www.islhd.health.nsw.gov.au/Bulli_Hospital/default.asp","Small hospital with an emergency department","Public","50-99",-34.336667,150.907344,2,1,0,1,0,"https://www.islhd.health.nsw.gov.au/Bulli_Hospital/default.asp"
"Bunbury Hospital","08 9722 1000","Corner of Robertson Drive and Bussell Highway","Bunbury",6230,"WA","WA Country Health Service","Country WA","www.health.wa.gov.au/services/detail.cfm?Unit_ID=29","Medium regional hospital with an emergency department","Public","100-199",-33.366986,115.648183,3,1,1,2,0,"https://www.health.wa.gov.au/services/detail.cfm?Unit_ID=29"
"Bundaberg Base Hospital","07 4150 2222","Bourbong Street","Bundaberg",4670,"Qld","Wide Bay","Central Queensland, Wide Bay and Sunshine Coast","www.health.qld.gov.au/services/widebay/wb-bundaberg.asp","Large regional hospital with an emergency department","Public","200-500",-24.868877,152.336157,4,1,1,3,0,"https://www.health.qld.gov.au/services/widebay/wb-bundaberg.asp"
"Bundoora Extended Care Centre","03 9495 3100","1231 Plenty Road","Bundoora",3083,"Vic","Northern Health (Vic)","North Western Melbourne","","Specialist rehabilitation hospital","Public","50-99",-37.701124,145.055569,2,0,0,0,1,"https://www.myhospitals.gov.au"
"Burnside War Memorial Hospital","08 8202 7222","120 Kensington Road","Toorak Gardens",5065,"SA","","","www.burnsidehospital.asn.au","","Private","50-99",-34.927126,138.638878,2,0,0,0,0,"https://www.burnsidehospital.asn.au"
"Burra Hospital","08 8892 2300","46 Commercial Street","Burra",5417,"SA","Country Health SA","Country SA","www.sahealth.sa.gov.au/burrahospital","Regional hospital","Public","<50",-33.685486,138.934577,1,0,1,0,0,"https://www.sahealth.sa.gov.au/burrahospital"
"Busselton Health Campus","08 9753 6000","Mill Road","Busselton",6280,"WA","WA Country Health Service","Country WA","www.wacountry.health.wa.gov.au/bhc","Small hospital with an emergency department","Public","50-99",-33.654351,115.319581,2,1,0,1,0,"https://www.wacountry.health.wa.gov.au/bhc"
"Byron Central Hospital","02 6639 9400","54 Ewingsdale Road","Ewingsdale",2481,"NSW","Northern NSW","North Coast","http://nnswlhd.health.nsw.gov.au/about/hospitals/byron-central-hospital/","Small hospital with an emergency department","Public","<50",-28.6373653,153.5558978,1,1,0,1,0,"http://nnswlhd.health.nsw.gov.au/about/hospitals/byron-central-hospital/"
"Caboolture Hospital","07 5433 8888","McKean Street","Caboolture",4510,"Qld","Metro North (Qld)","Brisbane North","www.health.qld.gov.au/services/metronorth/metronorth_cabool_hosp.asp","Medium metropolitan hospital with an emergency department","Public","200-500",-27.080776,152.963623,4,1,0,2,0,"https://www.health.qld.gov.au/services/metronorth/metronorth_cabool_hosp.asp"
"Caboolture Private Hospital","07 5495 9400","McKean Street","Caboolture",4510,"Qld","","","www.cabooltureprivate.com.au","","Private","<50",-27.080318,152.963628,1,0,0,0,0,"https://www.cabooltureprivate.com.au"
"Cabrini Brighton","03 9508 8777","243 New Street","Brighton",3186,"Vic","","","www.cabrini.com.au","","Private","100-199",-37.91165,144.991572,3,0,0,0,0,"https://www.cabrini.com.au"
"Cabrini Health Elsternwick Rehabilitation - Glenhuntly Rd","03 9508 5200","494 Glenhuntly Road","Elsternwick",3185,"Vic","","","www.cabrini.com.au","","Private","<50",-37.88543,145.009328,1,0,0,0,0,"https://www.cabrini.com.au"
"Cabrini Health Elsternwick Rehabilitation - Hopetoun","03 9508 5100","2-6 Hopetoun Street","Elsternwick",3185,"Vic","","","www.cabrini.com.au","","Private","<50",-37.884778,145.01039,1,0,0,0,0,"https://www.cabrini.com.au"
"Cabrini Malvern","03 9508 1222","183 Wattletree Road","Malvern",3144,"Vic","","","www.cabrini.com.au","","Private",">500",-37.861641,145.0335,5,0,0,0,0,"https://www.cabrini.com.au"
"Cabrini Prahran","03 95081000","646 High Street","Prahran",3181,"Vic","","","www.cabrini.com.au","","Private","<50",-37.854034,145.009017,1,0,0,0,0,"https://www.cabrini.com.au"
"Cairns Day Surgery","07 4051 5454","156-160 Grafton Street","Cairns",4870,"Qld","","","","","Private","",-16.918973,145.771955,0,0,0,0,0,"https://www.myhospitals.gov.au"
"Cairns Hospital","07 4226 0000","The Esplanade","Cairns",4870,"Qld","Cairns and Hinterland","Northern Queensland","www.health.qld.gov.au/services/cairns-hinterland/cairns_cairns_hosp.asp","Large regional hospital with an emergency department","Public",">500",-16.912537,145.768522,5,1,1,3,0,"https://www.health.qld.gov.au/services/cairns-hinterland/cairns_cairns_hosp.asp"
"Cairns Private Hospital","07 4052 5200","1 Upward Street","Cairns",4870,"Qld","","","www.cairnsph.com.au","","Private","100-199",-16.918854,145.772282,3,0,0,0,0,"https://www.cairnsph.com.au"
"Caloundra Hospital","07 5436 8500","West Terrace","Caloundra",4551,"Qld","Sunshine Coast","Central Queensland, Wide Bay and Sunshine Coast","www.health.qld.gov.au/services/sunshinecoast/caloundra.asp","Medium-sized metropolitan hospital","Public","<50",-26.800582,153.119759,1,0,0,2,0,"https://www.health.qld.gov.au/services/sunshinecoast/caloundra.asp"
"Caloundra Private Clinic","07 5491 1522","96 Beerburrum Street","Caloundra",4551,"Qld","","","www.caloundraprivateclinic.com.au/","","Private","50-99",-26.782379,153.125534,2,0,0,0,0,"https://www.caloundraprivateclinic.com.au/"
"Calvary Central Districts Hospital","08 8250 4111","25-37 Jarvis Road","Elizabeth Vale",5112,"SA","","","www.calvarycentraldistricts.org.au","","Private","50-99",-34.75542,138.656221,2,0,0,0,0,"https://www.calvarycentraldistricts.org.au"
"Calvary Health Care Bethlehem","03 9596 2853","476 Kooyong Road","Caulfield",3162,"Vic","Calvary Health Care Bethlehem Limited","South Eastern Melbourne","www.bethlehem.org.au/","Metropolitan hospital","Public","<50",-37.896962,145.013415,1,0,0,0,0,"https://www.bethlehem.org.au/"
"Calvary Health Care Riverina","02 6925 3055","Hardy Avenue","Wagga Wagga",2650,"NSW","","","www.calvary-wagga.com.au","","Private","50-99",-35.118702,147.352811,2,0,0,0,0,"https://www.calvary-wagga.com.au"
"Calvary Health Care Tasmania - Lenah Valley Campus","03 6278 5333","49 Augusta Road","Lenah Valley",7008,"Tas","","","www.calvarylenahvalley.org.au","","Private","100-199",-42.866099,147.303614,3,0,0,0,0,"https://www.calvarylenahvalley.org.au"
"Calvary Health Care Tasmania - St John's Campus","03 6323 7444","30 Cascade Road","South Hobart",7004,"Tas","","","www.calvarystjohns.org.au","","Private","50-99",-42.895314,147.305975,2,0,0,0,0,"https://www.calvarystjohns.org.au"
"Calvary Health Care Tasmania - St Luke's Campus","03 6335 3333","24 Lyttleton Street","Launceston",7250,"Tas","","","www.calvarystlukes.org.au","","Private","50-99",-41.433895,147.149521,2,0,0,0,0,"https://www.calvarystlukes.org.au"
"Calvary Health Care Tasmania - St Vincent's Campus","03 6332 4999","5 Frederick Street","Launceston",7250,"Tas","","","www.calvarystvincents.org.au","","Private","50-99",-41.441013,147.141308,2,0,0,0,0,"https://www.calvarystvincents.org.au"
"Calvary Hospital","02 9553 3111","91-101 Rocky Point Road","Kogarah",2217,"NSW","South Eastern Sydney","Central and Eastern Sydney","www.seslhd.health.nsw.gov.au/Calvary_Hospital/default.asp","Specialist rehabilitation hospital","Public","100-199",-33.976132,151.136206,3,0,0,0,1,"https://www.seslhd.health.nsw.gov.au/Calvary_Hospital/default.asp"
"Calvary John James Hospital","02 6281 8100","173 Strickland Crescent","Deakin",2600,"ACT","","","www.calvaryjohnjames.com.au","","Private","100-199",-35.319869,149.095662,3,0,0,0,0,"https://www.calvaryjohnjames.com.au"
"Calvary Mater Newcastle Hospital","02 4921 1211","20 Edith Street","Waratah",2298,"NSW","Hunter New England","Hunter New England and Central Coast","www.calvarymater.org.au/","Large metropolitan hospital with an emergency department","Public","100-199",-32.899371,151.720858,3,1,0,3,0,"https://www.calvarymater.org.au/"
"Calvary North Adelaide Hospital","08 8239 9100","89 Strangways Terrace","Nth Adelaide",5006,"SA","","","www.calvarynorthadelaide.org.au","","Private","100-199",-34.910003,138.589095,3,0,0,0,0,"https://www.calvarynorthadelaide.org.au"
"Calvary Private Hospital Bruce","02 6201 6363","Corner of Belconnen Way and Haydon Drive","Bruce",2617,"ACT","","","www.calvaryactprivate.org.au/visitors.html","","Private","50-99",-35.252882,149.088646,2,0,0,0,0,"https://www.calvaryactprivate.org.au/visitors.html"
"Calvary Public Hospital","02 6201 6111","Haydon Drive","Bruce",2617,"ACT","Australian Capital Territory","Australian Capital Territory","www.calvary-act.com.au","Large metropolitan hospital with an emergency department","Public","200-500",-35.253321,149.089654,4,1,0,3,0,"https://www.calvary-act.com.au"
"Calvary Rehabilitation Hospital","08 8168 5700","18 North East Road","Walkerville",5081,"SA","","","www.calvaryrehabsa.org.au","","Private","50-99",-34.891739,138.611481,2,0,0,0,0,"https://www.calvaryrehabsa.org.au"
"Calvary Wakefield Hospital","08 8405 3333","300 Wakefield Street","Adelaide",5000,"SA","","","www.calvarywakefield.org.au","","Private","100-199",-34.927689,138.611154,3,0,0,0,0,"https://www.calvarywakefield.org.au"
"Camden Hospital","02 4634 3000","65 Menangle Road","Camden",2570,"NSW","South Western Sydney","South Western Sydney","https://www.swslhd.health.nsw.gov.au/ccq/","Metropolitan hospital with an emergency department","Public","50-99",-34.062702,150.693297,2,1,0,0,0,"https://www.swslhd.health.nsw.gov.au/ccq/"
"Campbell Town Multi Purpose Service","03 6774 8000","70 High Street","Campbell Town",7210,"Tas","Tasmanian Health Service","Tasmania","www.dhhs.tas.gov.au/service_information/service_delivery_points/campbell_town_health_and_community_service","Regional hospital","Public","<50",-41.926339,147.493107,1,0,1,0,0,"https://www.dhhs.tas.gov.au/service_information/service_delivery_points/campbell_town_health_and_community_service"
"Campbelltown Hospital","02 4634 3000","Therry Road","Campbelltown",2560,"NSW","South Western Sydney","South Western Sydney","https://www.swslhd.health.nsw.gov.au/ccq/","Large metropolitan hospital with an emergency department","Public","200-500",-34.077651,150.806321,4,1,0,3,0,"https://www.swslhd.health.nsw.gov.au/ccq/"
"Campbelltown Private Hospital","02 4621 9111","42 Parkside Crescent (Corner of Hyde Street)","Campbelltown",2560,"NSW","","","www.campbelltownprivatehospital.com.au","","Private","50-99",-34.075607,150.804948,2,0,0,0,0,"https://www.campbelltownprivatehospital.com.au"
"Canberra Imaging Group Angiography/Interventional Suite","02 6203 2092","173 Strickland Cresent","Deakin",2600,"ACT","","","www.canberraimaging.com.au","","Private","<50",-35.318557,149.096004,1,0,0,0,0,"https://www.canberraimaging.com.au"
"Canossa Private Hospital","07 3717 5555","169 Seventeen Mile Rocks Road","Oxley",4075,"Qld","","","http://www.canossa.org.au/","","Private","50-99",-27.554703,152.963716,2,0,0,0,0,"http://www.canossa.org.au/"
"Canowindra Hospital","02 6340 3033","Browns Avenue","Canowindra",2804,"NSW","Western NSW","Western NSW","","Regional hospital with an emergency department","Public","<50",-33.557204,148.676576,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Canterbury Hospital","02 9787 0000","575 Canterbury Road","Campsie",2194,"NSW","Sydney","Central and Eastern Sydney","www.sswahs.nsw.gov.au/Canterbury/","Medium metropolitan hospital with an emergency department","Public","100-199",-33.919592,151.098275,3,1,0,2,0,"https://www.sswahs.nsw.gov.au/Canterbury/"
"Capricorn Coast Hospital","07 4913 3000","8 Hoskyn Drive","Yeppoon",4703,"Qld","Central Queensland","Central Queensland, Wide Bay and Sunshine Coast","www.health.qld.gov.au/services/central-queensland/cap-coast.asp","Small hospital","Public","<50",-23.143888,150.734519,1,0,0,1,0,"https://www.health.qld.gov.au/services/central-queensland/cap-coast.asp"
"Caritas Christi Hospice [Kew]","03 9231 5000","104 Studley Park Road","Kew",3101,"Vic","St Vincent's Hospital (Melbourne) Limited","Eastern Melbourne","www.svhm.org.au/home/patients-and-visitors/campus-information/caritas-christi-campus","Metropolitan hospital","Public","<50",-37.804706,145.015557,1,0,0,0,0,"https://www.svhm.org.au/home/patients-and-visitors/campus-information/caritas-christi-campus"
"Carnarvon Hospital","08 9941 0555","Cleaver Street","Carnarvon",6701,"WA","WA Country Health Service","Country WA","www.health.wa.gov.au/services/detail.cfm?Unit_ID=32","Small hospital","Public","<50",-24.886592,113.658993,1,0,0,1,0,"https://www.health.wa.gov.au/services/detail.cfm?Unit_ID=32"
"Casey Hospital","03 8768 1200","52 Kangan Drive","Berwick",3806,"Vic","Monash Health","South Eastern Melbourne","","Medium metropolitan hospital with an emergency department","Public","200-500",-38.045325,145.347181,4,1,0,2,0,"https://www.myhospitals.gov.au"
"Casino Hospital","02 6662 2111","Hotham Street","Casino",2470,"NSW","Northern NSW","North Coast","","Small hospital with an emergency department","Public","<50",-28.859839,153.035827,1,1,0,1,0,"https://www.myhospitals.gov.au"
"Casterton Memorial Hospital","03 5554 2555","63-69 Russell Street","Casterton",3311,"Vic","Casterton Memorial Hospital","Western Victoria","http://www.swarh2.com.au/cmh","Regional hospital","Public","<50",-37.589989,141.392283,1,0,1,0,0,"http://www.swarh2.com.au/cmh"
"Castle Hill Day Surgery","02 8850 0500","72-74 Cecil Avenue","Castle Hill",2154,"NSW","","","www.chds.com.au","","Private","<50",-33.73507,151.004099,1,0,0,0,0,"https://www.chds.com.au"
"Castlecrag Private Hospital","02 9935 0200","150 Edinburgh Road","Castlecrag",2068,"NSW","","","www.castlecragprivate.com.au/","","Private","<50",-33.801822,151.217045,1,0,0,0,0,"https://www.castlecragprivate.com.au/"
"Castlemaine Health","03 5471 1555","142 Cornish Street","Castlemaine",3450,"Vic","Castlemaine Health","Murray","www.mtalexhosp.vic.gov.au","Small hospital","Public","50-99",-37.052539,144.212315,2,0,0,1,0,"https://www.mtalexhosp.vic.gov.au"
"Caulfield Hospital","03 9076 6000","260-294 Kooyong Road","Caulfield",3162,"Vic","Alfred Health (Vic)","South Eastern Melbourne","https://www.alfredhealth.org.au/caulfield/","Metropolitan hospital","Public","200-500",-37.882707,145.016892,4,0,0,0,0,"https://www.alfredhealth.org.au/caulfield/"
