"Name","FinYear","variable","value"
"Coral Tree Family Centre","2011_12","Rate.per.10.000.bed.days",NA
"Coral Tree Family Centre","2012_13","Rate.per.10.000.bed.days",NA
"Coral Tree Family Centre","2013_14","Rate.per.10.000.bed.days",NA
"Coral Tree Family Centre","2014_15","Rate.per.10.000.bed.days",NA
"Coral Tree Family Centre","2015_16","Rate.per.10.000.bed.days",NA
"Coral Tree Family Centre","2016_17","Rate.per.10.000.bed.days",NA
"Corowa Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Corowa Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Corowa Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Corowa Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Corowa Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Corowa Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Corowa Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Cowra Health Service","2010_11","Rate.per.10.000.bed.days",0
"Cowra Health Service","2011_12","Rate.per.10.000.bed.days",0
"Cowra Health Service","2012_13","Rate.per.10.000.bed.days",0
"Cowra Health Service","2013_14","Rate.per.10.000.bed.days",0
"Cowra Health Service","2014_15","Rate.per.10.000.bed.days",0
"Cowra Health Service","2015_16","Rate.per.10.000.bed.days",0
"Cowra Health Service","2016_17","Rate.per.10.000.bed.days",1.09
"Crookwell Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Crookwell Hospital","2011_12","Rate.per.10.000.bed.days",0
"Crookwell Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Crookwell Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Crookwell Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Crookwell Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Crookwell Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Cudal Health Service","2010_11","Rate.per.10.000.bed.days",NA
"Cudal Health Service","2011_12","Rate.per.10.000.bed.days",NA
"Cudal Health Service","2012_13","Rate.per.10.000.bed.days",NA
"Cudal Health Service","2013_14","Rate.per.10.000.bed.days",NA
"Cudal Health Service","2014_15","Rate.per.10.000.bed.days",NA
"Cudal Health Service","2015_16","Rate.per.10.000.bed.days",NA
"Cudal Health Service","2016_17","Rate.per.10.000.bed.days",NA
"Culcairn Multi Purpose Service","2010_11","Rate.per.10.000.bed.days",NA
"Culcairn Multi Purpose Service","2011_12","Rate.per.10.000.bed.days",NA
"Culcairn Multi Purpose Service","2012_13","Rate.per.10.000.bed.days",NA
"Culcairn Multi Purpose Service","2013_14","Rate.per.10.000.bed.days",NA
"Culcairn Multi Purpose Service","2014_15","Rate.per.10.000.bed.days",NA
"Culcairn Multi Purpose Service","2015_16","Rate.per.10.000.bed.days",NA
"Culcairn Multi Purpose Service","2016_17","Rate.per.10.000.bed.days",NA
"Cumberland Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Cumberland Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Cumberland Hospital","2012_13","Rate.per.10.000.bed.days",0
"Cumberland Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Cumberland Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Cumberland Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Cumberland Hospital","2016_17","Rate.per.10.000.bed.days",NA
"David Berry Hospital","2010_11","Rate.per.10.000.bed.days",0
"David Berry Hospital","2011_12","Rate.per.10.000.bed.days",0
"David Berry Hospital","2012_13","Rate.per.10.000.bed.days",0
"David Berry Hospital","2013_14","Rate.per.10.000.bed.days",0
"David Berry Hospital","2014_15","Rate.per.10.000.bed.days",0
"David Berry Hospital","2015_16","Rate.per.10.000.bed.days",0
"David Berry Hospital","2016_17","Rate.per.10.000.bed.days",0
"Delegate Multi Purpose Service","2010_11","Rate.per.10.000.bed.days",NA
"Delegate Multi Purpose Service","2011_12","Rate.per.10.000.bed.days",NA
"Delegate Multi Purpose Service","2012_13","Rate.per.10.000.bed.days",NA
"Delegate Multi Purpose Service","2013_14","Rate.per.10.000.bed.days",NA
"Delegate Multi Purpose Service","2014_15","Rate.per.10.000.bed.days",NA
"Delegate Multi Purpose Service","2015_16","Rate.per.10.000.bed.days",NA
"Delegate Multi Purpose Service","2016_17","Rate.per.10.000.bed.days",NA
"Deniliquin Hospital","2010_11","Rate.per.10.000.bed.days",0
"Deniliquin Hospital","2011_12","Rate.per.10.000.bed.days",0
"Deniliquin Hospital","2012_13","Rate.per.10.000.bed.days",1.12
"Deniliquin Hospital","2013_14","Rate.per.10.000.bed.days",0
"Deniliquin Hospital","2014_15","Rate.per.10.000.bed.days",0
"Deniliquin Hospital","2015_16","Rate.per.10.000.bed.days",0
"Deniliquin Hospital","2016_17","Rate.per.10.000.bed.days",0
"Denman Multi Purpose Service","2010_11","Rate.per.10.000.bed.days",NA
"Denman Multi Purpose Service","2011_12","Rate.per.10.000.bed.days",NA
"Denman Multi Purpose Service","2012_13","Rate.per.10.000.bed.days",NA
"Denman Multi Purpose Service","2013_14","Rate.per.10.000.bed.days",NA
"Denman Multi Purpose Service","2014_15","Rate.per.10.000.bed.days",NA
"Denman Multi Purpose Service","2015_16","Rate.per.10.000.bed.days",NA
"Denman Multi Purpose Service","2016_17","Rate.per.10.000.bed.days",NA
"Dorrigo Multi Purpose Service","2010_11","Rate.per.10.000.bed.days",NA
"Dorrigo Multi Purpose Service","2011_12","Rate.per.10.000.bed.days",NA
"Dorrigo Multi Purpose Service","2012_13","Rate.per.10.000.bed.days",NA
"Dorrigo Multi Purpose Service","2013_14","Rate.per.10.000.bed.days",NA
"Dorrigo Multi Purpose Service","2014_15","Rate.per.10.000.bed.days",NA
"Dorrigo Multi Purpose Service","2015_16","Rate.per.10.000.bed.days",0
"Dorrigo Multi Purpose Service","2016_17","Rate.per.10.000.bed.days",0
"Dubbo Hospital","2010_11","Rate.per.10.000.bed.days",1.52
"Dubbo Hospital","2011_12","Rate.per.10.000.bed.days",0.55
"Dubbo Hospital","2012_13","Rate.per.10.000.bed.days",1.92
"Dubbo Hospital","2013_14","Rate.per.10.000.bed.days",1.3
"Dubbo Hospital","2014_15","Rate.per.10.000.bed.days",1.11
"Dubbo Hospital","2015_16","Rate.per.10.000.bed.days",0
"Dubbo Hospital","2016_17","Rate.per.10.000.bed.days",0.67
"Dunedoo Multi Purpose Service","2010_11","Rate.per.10.000.bed.days",NA
"Dunedoo Multi Purpose Service","2011_12","Rate.per.10.000.bed.days",NA
"Dunedoo Multi Purpose Service","2012_13","Rate.per.10.000.bed.days",NA
"Dunedoo Multi Purpose Service","2013_14","Rate.per.10.000.bed.days",NA
"Dunedoo Multi Purpose Service","2014_15","Rate.per.10.000.bed.days",NA
"Dunedoo Multi Purpose Service","2015_16","Rate.per.10.000.bed.days",NA
"Dunedoo Multi Purpose Service","2016_17","Rate.per.10.000.bed.days",NA
"Dungog Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Dungog Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Dungog Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Dungog Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Dungog Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Dungog Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Dungog Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Eugowra Multipurpose Service","2010_11","Rate.per.10.000.bed.days",NA
"Eugowra Multipurpose Service","2011_12","Rate.per.10.000.bed.days",NA
"Eugowra Multipurpose Service","2012_13","Rate.per.10.000.bed.days",NA
"Eugowra Multipurpose Service","2013_14","Rate.per.10.000.bed.days",NA
"Eugowra Multipurpose Service","2014_15","Rate.per.10.000.bed.days",NA
"Eugowra Multipurpose Service","2015_16","Rate.per.10.000.bed.days",NA
"Eugowra Multipurpose Service","2016_17","Rate.per.10.000.bed.days",NA
"Fairfield Hospital","2010_11","Rate.per.10.000.bed.days",1.2
"Fairfield Hospital","2011_12","Rate.per.10.000.bed.days",0.52
"Fairfield Hospital","2012_13","Rate.per.10.000.bed.days",0.25
"Fairfield Hospital","2013_14","Rate.per.10.000.bed.days",0.13
"Fairfield Hospital","2014_15","Rate.per.10.000.bed.days",0.52
"Fairfield Hospital","2015_16","Rate.per.10.000.bed.days",0.27
"Fairfield Hospital","2016_17","Rate.per.10.000.bed.days",0.13
"Finley Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Finley Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Finley Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Finley Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Finley Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Finley Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Finley Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Gilgandra Multi Purpose Service","2010_11","Rate.per.10.000.bed.days",NA
"Gilgandra Multi Purpose Service","2011_12","Rate.per.10.000.bed.days",NA
"Gilgandra Multi Purpose Service","2012_13","Rate.per.10.000.bed.days",NA
"Gilgandra Multi Purpose Service","2013_14","Rate.per.10.000.bed.days",NA
"Gilgandra Multi Purpose Service","2014_15","Rate.per.10.000.bed.days",NA
"Gilgandra Multi Purpose Service","2015_16","Rate.per.10.000.bed.days",NA
"Gilgandra Multi Purpose Service","2016_17","Rate.per.10.000.bed.days",NA
"Glen Innes Hospital","2010_11","Rate.per.10.000.bed.days",1.6
"Glen Innes Hospital","2011_12","Rate.per.10.000.bed.days",0
"Glen Innes Hospital","2012_13","Rate.per.10.000.bed.days",0
"Glen Innes Hospital","2013_14","Rate.per.10.000.bed.days",0
"Glen Innes Hospital","2014_15","Rate.per.10.000.bed.days",0
"Glen Innes Hospital","2015_16","Rate.per.10.000.bed.days",1.7
"Glen Innes Hospital","2016_17","Rate.per.10.000.bed.days",0
"Gloucester Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Gloucester Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Gloucester Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Gloucester Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Gloucester Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Gloucester Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Gloucester Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Goodooga Health Service","2010_11","Rate.per.10.000.bed.days",NA
"Goodooga Health Service","2011_12","Rate.per.10.000.bed.days",NA
"Goodooga Health Service","2012_13","Rate.per.10.000.bed.days",NA
"Goodooga Health Service","2013_14","Rate.per.10.000.bed.days",NA
"Goodooga Health Service","2014_15","Rate.per.10.000.bed.days",NA
"Goodooga Health Service","2015_16","Rate.per.10.000.bed.days",NA
"Goodooga Health Service","2016_17","Rate.per.10.000.bed.days",NA
"Gosford Hospital","2010_11","Rate.per.10.000.bed.days",1.31
"Gosford Hospital","2011_12","Rate.per.10.000.bed.days",1.29
"Gosford Hospital","2012_13","Rate.per.10.000.bed.days",1.81
"Gosford Hospital","2013_14","Rate.per.10.000.bed.days",1.46
"Gosford Hospital","2014_15","Rate.per.10.000.bed.days",0.93
"Gosford Hospital","2015_16","Rate.per.10.000.bed.days",1.1
"Gosford Hospital","2016_17","Rate.per.10.000.bed.days",1.06
"Goulburn Hospital","2010_11","Rate.per.10.000.bed.days",0.93
"Goulburn Hospital","2011_12","Rate.per.10.000.bed.days",0
"Goulburn Hospital","2012_13","Rate.per.10.000.bed.days",1.26
"Goulburn Hospital","2013_14","Rate.per.10.000.bed.days",0
"Goulburn Hospital","2014_15","Rate.per.10.000.bed.days",0.53
"Goulburn Hospital","2015_16","Rate.per.10.000.bed.days",0.27
"Goulburn Hospital","2016_17","Rate.per.10.000.bed.days",0.27
"Gower Wilson Multi Purpose Service","2010_11","Rate.per.10.000.bed.days",NA
"Gower Wilson Multi Purpose Service","2011_12","Rate.per.10.000.bed.days",NA
"Gower Wilson Multi Purpose Service","2012_13","Rate.per.10.000.bed.days",NA
"Gower Wilson Multi Purpose Service","2013_14","Rate.per.10.000.bed.days",NA
"Gower Wilson Multi Purpose Service","2014_15","Rate.per.10.000.bed.days",NA
"Gower Wilson Multi Purpose Service","2015_16","Rate.per.10.000.bed.days",NA
"Gower Wilson Multi Purpose Service","2016_17","Rate.per.10.000.bed.days",NA
"Grafton Base Hospital","2010_11","Rate.per.10.000.bed.days",1.8
"Grafton Base Hospital","2011_12","Rate.per.10.000.bed.days",0
"Grafton Base Hospital","2012_13","Rate.per.10.000.bed.days",0.3
"Grafton Base Hospital","2013_14","Rate.per.10.000.bed.days",0.3
"Grafton Base Hospital","2014_15","Rate.per.10.000.bed.days",0
"Grafton Base Hospital","2015_16","Rate.per.10.000.bed.days",0
"Grafton Base Hospital","2016_17","Rate.per.10.000.bed.days",1.16
"Greenwich Hospital","2010_11","Rate.per.10.000.bed.days",0
"Greenwich Hospital","2011_12","Rate.per.10.000.bed.days",0.4
"Greenwich Hospital","2012_13","Rate.per.10.000.bed.days",0
"Greenwich Hospital","2013_14","Rate.per.10.000.bed.days",0
"Greenwich Hospital","2014_15","Rate.per.10.000.bed.days",0
"Greenwich Hospital","2015_16","Rate.per.10.000.bed.days",0.34
"Greenwich Hospital","2016_17","Rate.per.10.000.bed.days",0
"Grenfell Multi Purpose Service","2010_11","Rate.per.10.000.bed.days",NA
"Grenfell Multi Purpose Service","2011_12","Rate.per.10.000.bed.days",NA
"Grenfell Multi Purpose Service","2012_13","Rate.per.10.000.bed.days",NA
"Grenfell Multi Purpose Service","2013_14","Rate.per.10.000.bed.days",NA
"Grenfell Multi Purpose Service","2014_15","Rate.per.10.000.bed.days",NA
"Grenfell Multi Purpose Service","2015_16","Rate.per.10.000.bed.days",NA
"Grenfell Multi Purpose Service","2016_17","Rate.per.10.000.bed.days",NA
"Griffith Base Hospital","2010_11","Rate.per.10.000.bed.days",0.42
"Griffith Base Hospital","2011_12","Rate.per.10.000.bed.days",0.82
"Griffith Base Hospital","2012_13","Rate.per.10.000.bed.days",0.77
"Griffith Base Hospital","2013_14","Rate.per.10.000.bed.days",0
"Griffith Base Hospital","2014_15","Rate.per.10.000.bed.days",0.34
"Griffith Base Hospital","2015_16","Rate.per.10.000.bed.days",0
"Griffith Base Hospital","2016_17","Rate.per.10.000.bed.days",0
"Gulargambone Multi Purpose Service","2010_11","Rate.per.10.000.bed.days",NA
"Gulargambone Multi Purpose Service","2011_12","Rate.per.10.000.bed.days",NA
"Gulargambone Multi Purpose Service","2012_13","Rate.per.10.000.bed.days",NA
"Gulargambone Multi Purpose Service","2013_14","Rate.per.10.000.bed.days",NA
"Gulargambone Multi Purpose Service","2014_15","Rate.per.10.000.bed.days",NA
"Gulargambone Multi Purpose Service","2015_16","Rate.per.10.000.bed.days",NA
"Gulargambone Multi Purpose Service","2016_17","Rate.per.10.000.bed.days",NA
"Gulgong Multi Purpose Service","2010_11","Rate.per.10.000.bed.days",NA
"Gulgong Multi Purpose Service","2011_12","Rate.per.10.000.bed.days",NA
"Gulgong Multi Purpose Service","2012_13","Rate.per.10.000.bed.days",NA
"Gulgong Multi Purpose Service","2013_14","Rate.per.10.000.bed.days",NA
"Gulgong Multi Purpose Service","2014_15","Rate.per.10.000.bed.days",NA
"Gulgong Multi Purpose Service","2015_16","Rate.per.10.000.bed.days",NA
"Gulgong Multi Purpose Service","2016_17","Rate.per.10.000.bed.days",NA
"Gundagai Hospital","2010_11","Rate.per.10.000.bed.days",0
"Gundagai Hospital","2011_12","Rate.per.10.000.bed.days",0
"Gundagai Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Gundagai Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Gundagai Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Gundagai Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Gundagai Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Gunnedah Hospital","2010_11","Rate.per.10.000.bed.days",4.23
"Gunnedah Hospital","2011_12","Rate.per.10.000.bed.days",0
"Gunnedah Hospital","2012_13","Rate.per.10.000.bed.days",0
"Gunnedah Hospital","2013_14","Rate.per.10.000.bed.days",0
"Gunnedah Hospital","2014_15","Rate.per.10.000.bed.days",0
"Gunnedah Hospital","2015_16","Rate.per.10.000.bed.days",1.49
"Gunnedah Hospital","2016_17","Rate.per.10.000.bed.days",0
"Guyra Multi Purpose Service","2010_11","Rate.per.10.000.bed.days",NA
"Guyra Multi Purpose Service","2011_12","Rate.per.10.000.bed.days",NA
"Guyra Multi Purpose Service","2012_13","Rate.per.10.000.bed.days",NA
"Guyra Multi Purpose Service","2013_14","Rate.per.10.000.bed.days",NA
"Guyra Multi Purpose Service","2014_15","Rate.per.10.000.bed.days",NA
"Guyra Multi Purpose Service","2015_16","Rate.per.10.000.bed.days",NA
"Guyra Multi Purpose Service","2016_17","Rate.per.10.000.bed.days",NA
"Hawkesbury Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Hawkesbury Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Hawkesbury Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Hawkesbury Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Hawkesbury Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Hawkesbury Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Hawkesbury Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Hay Hospital","2010_11","Rate.per.10.000.bed.days",0
"Hay Hospital","2011_12","Rate.per.10.000.bed.days",0
"Hay Hospital","2012_13","Rate.per.10.000.bed.days",0
"Hay Hospital","2013_14","Rate.per.10.000.bed.days",0
"Hay Hospital","2014_15","Rate.per.10.000.bed.days",0
"Hay Hospital","2015_16","Rate.per.10.000.bed.days",0
"Hay Hospital","2016_17","Rate.per.10.000.bed.days",0
"Henty Multi Purpose Service","2010_11","Rate.per.10.000.bed.days",NA
"Henty Multi Purpose Service","2011_12","Rate.per.10.000.bed.days",NA
"Henty Multi Purpose Service","2012_13","Rate.per.10.000.bed.days",NA
"Henty Multi Purpose Service","2013_14","Rate.per.10.000.bed.days",NA
"Henty Multi Purpose Service","2014_15","Rate.per.10.000.bed.days",NA
"Henty Multi Purpose Service","2015_16","Rate.per.10.000.bed.days",NA
"Henty Multi Purpose Service","2016_17","Rate.per.10.000.bed.days",NA
"Hillston Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Hillston Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Hillston Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Hillston Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Hillston Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Hillston Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Hillston Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Holbrook Hospital","2010_11","Rate.per.10.000.bed.days",NA
"Holbrook Hospital","2011_12","Rate.per.10.000.bed.days",NA
"Holbrook Hospital","2012_13","Rate.per.10.000.bed.days",NA
"Holbrook Hospital","2013_14","Rate.per.10.000.bed.days",NA
"Holbrook Hospital","2014_15","Rate.per.10.000.bed.days",NA
"Holbrook Hospital","2015_16","Rate.per.10.000.bed.days",NA
"Holbrook Hospital","2016_17","Rate.per.10.000.bed.days",NA
"Hornsby Ku ring-gai Hospital","2010_11","Rate.per.10.000.bed.days",0.56
"Hornsby Ku ring-gai Hospital","2011_12","Rate.per.10.000.bed.days",0.69
"Hornsby Ku ring-gai Hospital","2012_13","Rate.per.10.000.bed.days",0.27
"Hornsby Ku ring-gai Hospital","2013_14","Rate.per.10.000.bed.days",0.38
"Hornsby Ku ring-gai Hospital","2014_15","Rate.per.10.000.bed.days",0.24
"Hornsby Ku ring-gai Hospital","2015_16","Rate.per.10.000.bed.days",0.94
"Hornsby Ku ring-gai Hospital","2016_17","Rate.per.10.000.bed.days",0.34
"Hunter New England Mater Mental Health Service","2010_11","Rate.per.10.000.bed.days",0
"Hunter New England Mater Mental Health Service","2011_12","Rate.per.10.000.bed.days",0
"Hunter New England Mater Mental Health Service","2012_13","Rate.per.10.000.bed.days",0
"Hunter New England Mater Mental Health Service","2013_14","Rate.per.10.000.bed.days",0.25
